Year,Variable,Unit,Commodity,Fresh,Processed,Total
2011,Vegetables,Pounds,Escarole,0.277001418,,0.277001418
2012,Vegetables,Pounds,Escarole,0.257354316,,0.257354316
2013,Vegetables,Pounds,Escarole,0.191113182,,0.191113182
2014,Vegetables,Pounds,Escarole,0.172708245,,0.172708245
2015,Vegetables,Pounds,Escarole,0.085435247,,0.085435247
2016,Vegetables,Pounds,Escarole,0.038186851,,0.038186851
2017,Vegetables,Pounds,Escarole,0.040859825,,0.040859825
1970,Vegetables,Pounds,Garlic,0.442541404,,0.442541404
1971,Vegetables,Pounds,Garlic,0.299228069,,0.299228069
1972,Vegetables,Pounds,Garlic,0.38578153,,0.38578153
1973,Vegetables,Pounds,Garlic,0.522422361,,0.522422361
1974,Vegetables,Pounds,Garlic,0.653529978,,0.653529978
1975,Vegetables,Pounds,Garlic,0.72227547,,0.72227547
1976,Vegetables,Pounds,Garlic,0.479977985,,0.479977985
1977,Vegetables,Pounds,Garlic,0.595316906,,0.595316906
1978,Vegetables,Pounds,Garlic,0.623941416,,0.623941416
1979,Vegetables,Pounds,Garlic,0.92114372,,0.92114372
1980,Vegetables,Pounds,Garlic,0.860894233,,0.860894233
1981,Vegetables,Pounds,Garlic,0.659227886,,0.659227886
1982,Vegetables,Pounds,Garlic,0.757179527,,0.757179527
1983,Vegetables,Pounds,Garlic,0.997460597,,0.997460597
1984,Vegetables,Pounds,Garlic,0.768883172,,0.768883172
1985,Vegetables,Pounds,Garlic,1.061618847,,1.061618847
1986,Vegetables,Pounds,Garlic,0.766047097,,0.766047097
1987,Vegetables,Pounds,Garlic,1.18750103,,1.18750103
1988,Vegetables,Pounds,Garlic,1.0862824,,1.0862824
1989,Vegetables,Pounds,Garlic,1.014619434,,1.014619434
1990,Vegetables,Pounds,Garlic,1.40714587,,1.40714587
1991,Vegetables,Pounds,Garlic,1.487159354,,1.487159354
1992,Vegetables,Pounds,Garlic,1.460552122,,1.460552122
1993,Vegetables,Pounds,Garlic,1.745609695,,1.745609695
1994,Vegetables,Pounds,Garlic,1.797135562,,1.797135562
1995,Vegetables,Pounds,Garlic,1.849798098,,1.849798098
1996,Vegetables,Pounds,Garlic,2.294634068,,2.294634068
1997,Vegetables,Pounds,Garlic,1.995114302,,1.995114302
1998,Vegetables,Pounds,Garlic,2.584258482,,2.584258482
1999,Vegetables,Pounds,Garlic,3.292412402,,3.292412402
2000,Vegetables,Pounds,Garlic,2.220297806,,2.220297806
2001,Vegetables,Pounds,Garlic,2.415699505,,2.415699505
2002,Vegetables,Pounds,Garlic,2.499925115,,2.499925115
2003,Vegetables,Pounds,Garlic,2.827175292,,2.827175292
2004,Vegetables,Pounds,Garlic,2.567026221,,2.567026221
2005,Vegetables,Pounds,Garlic,2.436596583,,2.436596583
2006,Vegetables,Pounds,Garlic,2.694302196,,2.694302196
2007,Vegetables,Pounds,Garlic,2.719991235,,2.719991235
2008,Vegetables,Pounds,Garlic,2.764905759,,2.764905759
2009,Vegetables,Pounds,Garlic,2.446470481,,2.446470481
2010,Vegetables,Pounds,Garlic,2.343504891,,2.343504891
2011,Vegetables,Pounds,Garlic,2.318996864,,2.318996864
2012,Vegetables,Pounds,Garlic,2.295013455,,2.295013455
2013,Vegetables,Pounds,Garlic,2.258381635,,2.258381635
2014,Vegetables,Pounds,Garlic,2.239341109,,2.239341109
2015,Vegetables,Pounds,Garlic,2.381143193,,2.381143193
2016,Vegetables,Pounds,Garlic,2.930983687,,2.930983687
2017,Vegetables,Pounds,Garlic,2.998196789,,2.998196789
1970,Vegetables,Pounds,Kale,,,
1971,Vegetables,Pounds,Kale,,,
1972,Vegetables,Pounds,Kale,,,
1973,Vegetables,Pounds,Kale,,,
1974,Vegetables,Pounds,Kale,,,
1975,Vegetables,Pounds,Kale,,,
1976,Vegetables,Pounds,Kale,,,
1977,Vegetables,Pounds,Kale,,,
1978,Vegetables,Pounds,Kale,,,
1979,Vegetables,Pounds,Kale,,,
1980,Vegetables,Pounds,Kale,,,
1981,Vegetables,Pounds,Kale,,,
1982,Vegetables,Pounds,Kale,,,
1983,Vegetables,Pounds,Kale,,,
1984,Vegetables,Pounds,Kale,,,
1985,Vegetables,Pounds,Kale,,,
1986,Vegetables,Pounds,Kale,,,
1987,Vegetables,Pounds,Kale,,,
1988,Vegetables,Pounds,Kale,,,
1989,Vegetables,Pounds,Kale,,,
1990,Vegetables,Pounds,Kale,,,
1991,Vegetables,Pounds,Kale,,,
1992,Vegetables,Pounds,Kale,,,
1993,Vegetables,Pounds,Kale,,,
1994,Vegetables,Pounds,Kale,,,
1995,Vegetables,Pounds,Kale,,,
1996,Vegetables,Pounds,Kale,,,
1997,Vegetables,Pounds,Kale,0.423554113,,0.423554113
1998,Vegetables,Pounds,Kale,0.404208754,,0.404208754
1999,Vegetables,Pounds,Kale,0.385338799,,0.385338799
2000,Vegetables,Pounds,Kale,0.384716964,,0.384716964
2001,Vegetables,Pounds,Kale,0.366807192,,0.366807192
2002,Vegetables,Pounds,Kale,0.345713876,,0.345713876
2003,Vegetables,Pounds,Kale,0.309202141,,0.309202141
2004,Vegetables,Pounds,Kale,0.321694889,,0.321694889
2005,Vegetables,Pounds,Kale,0.35131376,,0.35131376
2006,Vegetables,Pounds,Kale,0.314778415,,0.314778415
2007,Vegetables,Pounds,Kale,0.337102074,,0.337102074
2008,Vegetables,Pounds,Kale,0.374611081,,0.374611081
2009,Vegetables,Pounds,Kale,0.405961154,,0.405961154
2010,Vegetables,Pounds,Kale,0.456918433,,0.456918433
2011,Vegetables,Pounds,Kale,0.513026116,,0.513026116
2012,Vegetables,Pounds,Kale,0.464079572,,0.464079572
2013,Vegetables,Pounds,Kale,0.5576199,,0.5576199
2014,Vegetables,Pounds,Kale,0.515106539,,0.515106539
2015,Vegetables,Pounds,Kale,0.580721594,,0.580721594
2016,Vegetables,Pounds,Kale,0.5337267,,0.5337267
2017,Vegetables,Pounds,Kale,0.531432604,,0.531432604
1970,Vegetables,Pounds,Head lettuce,22.37627529,,22.37627529
1971,Vegetables,Pounds,Head lettuce,22.38455945,,22.38455945
1972,Vegetables,Pounds,Head lettuce,22.43920799,,22.43920799
1973,Vegetables,Pounds,Head lettuce,23.12266114,,23.12266114
1974,Vegetables,Pounds,Head lettuce,23.50108018,,23.50108018
1975,Vegetables,Pounds,Head lettuce,23.53720141,,23.53720141
1976,Vegetables,Pounds,Head lettuce,24.22638567,,24.22638567
1977,Vegetables,Pounds,Head lettuce,25.82421824,,25.82421824
1978,Vegetables,Pounds,Head lettuce,25.06907474,,25.06907474
1979,Vegetables,Pounds,Head lettuce,25.0983093,,25.0983093
1980,Vegetables,Pounds,Head lettuce,25.63124105,,25.63124105
1981,Vegetables,Pounds,Head lettuce,24.91063896,,24.91063896
1982,Vegetables,Pounds,Head lettuce,24.93625855,,24.93625855
1983,Vegetables,Pounds,Head lettuce,22.44277806,,22.44277806
1984,Vegetables,Pounds,Head lettuce,24.94076531,,24.94076531
1985,Vegetables,Pounds,Head lettuce,23.67213775,,23.67213775
1986,Vegetables,Pounds,Head lettuce,21.93716211,,21.93716211
1987,Vegetables,Pounds,Head lettuce,25.70880216,,25.70880216
1988,Vegetables,Pounds,Head lettuce,27.04013125,,27.04013125
1989,Vegetables,Pounds,Head lettuce,28.68538299,,28.68538299
1990,Vegetables,Pounds,Head lettuce,27.74687862,,27.74687862
1991,Vegetables,Pounds,Head lettuce,26.04484363,,26.04484363
1992,Vegetables,Pounds,Head lettuce,25.79059773,,25.79059773
1993,Vegetables,Pounds,Head lettuce,24.40003547,,24.40003547
1994,Vegetables,Pounds,Head lettuce,25.0066199,,25.0066199
1995,Vegetables,Pounds,Head lettuce,22.16710316,,22.16710316
1996,Vegetables,Pounds,Head lettuce,21.57493627,,21.57493627
1997,Vegetables,Pounds,Head lettuce,23.90161923,,23.90161923
1998,Vegetables,Pounds,Head lettuce,22.32495241,,22.32495241
1999,Vegetables,Pounds,Head lettuce,24.90906368,,24.90906368
2000,Vegetables,Pounds,Head lettuce,23.46062812,,23.46062812
2001,Vegetables,Pounds,Head lettuce,22.98808312,,22.98808312
2002,Vegetables,Pounds,Head lettuce,22.54256417,,22.54256417
2003,Vegetables,Pounds,Head lettuce,22.23150145,,22.23150145
2004,Vegetables,Pounds,Head lettuce,21.25802325,,21.25802325
2005,Vegetables,Pounds,Head lettuce,20.91306028,,20.91306028
2006,Vegetables,Pounds,Head lettuce,20.05372572,,20.05372572
2007,Vegetables,Pounds,Head lettuce,18.37563952,,18.37563952
2008,Vegetables,Pounds,Head lettuce,16.8495522,,16.8495522
2009,Vegetables,Pounds,Head lettuce,16.10626657,,16.10626657
2010,Vegetables,Pounds,Head lettuce,15.92533629,,15.92533629
2011,Vegetables,Pounds,Head lettuce,15.78618426,,15.78618426
2012,Vegetables,Pounds,Head lettuce,15.94037696,,15.94037696
2013,Vegetables,Pounds,Head lettuce,14.08743074,,14.08743074
2014,Vegetables,Pounds,Head lettuce,14.47753107,,14.47753107
2015,Vegetables,Pounds,Head lettuce,13.5540403,,13.5540403
2016,Vegetables,Pounds,Head lettuce,14.1994653,,14.1994653
2017,Vegetables,Pounds,Head lettuce,13.17862689,,13.17862689
1970,Vegetables,Pounds,Romaine lettuce,,,
1971,Vegetables,Pounds,Romaine lettuce,,,
1972,Vegetables,Pounds,Romaine lettuce,,,
1973,Vegetables,Pounds,Romaine lettuce,,,
1974,Vegetables,Pounds,Romaine lettuce,,,
1975,Vegetables,Pounds,Romaine lettuce,,,
1976,Vegetables,Pounds,Romaine lettuce,,,
1977,Vegetables,Pounds,Romaine lettuce,,,
1978,Vegetables,Pounds,Romaine lettuce,,,
1979,Vegetables,Pounds,Romaine lettuce,,,
1980,Vegetables,Pounds,Romaine lettuce,,,
1981,Vegetables,Pounds,Romaine lettuce,,,
1982,Vegetables,Pounds,Romaine lettuce,,,
1983,Vegetables,Pounds,Romaine lettuce,,,
1984,Vegetables,Pounds,Romaine lettuce,,,
1985,Vegetables,Pounds,Romaine lettuce,3.265455033,,3.265455033
1986,Vegetables,Pounds,Romaine lettuce,2.373561714,,2.373561714
1987,Vegetables,Pounds,Romaine lettuce,2.524670104,,2.524670104
1988,Vegetables,Pounds,Romaine lettuce,3.200541994,,3.200541994
1989,Vegetables,Pounds,Romaine lettuce,3.563486994,,3.563486994
1990,Vegetables,Pounds,Romaine lettuce,3.770263249,,3.770263249
1991,Vegetables,Pounds,Romaine lettuce,3.996713673,,3.996713673
1992,Vegetables,Pounds,Romaine lettuce,4.669613339,,4.669613339
1993,Vegetables,Pounds,Romaine lettuce,5.041706069,,5.041706069
1994,Vegetables,Pounds,Romaine lettuce,5.678224506,,5.678224506
1995,Vegetables,Pounds,Romaine lettuce,5.894545332,,5.894545332
1996,Vegetables,Pounds,Romaine lettuce,5.817609607,,5.817609607
1997,Vegetables,Pounds,Romaine lettuce,6.594743797,,6.594743797
1998,Vegetables,Pounds,Romaine lettuce,6.614551013,,6.614551013
1999,Vegetables,Pounds,Romaine lettuce,7.591576494,,7.591576494
2000,Vegetables,Pounds,Romaine lettuce,8.385003901,,8.385003901
2001,Vegetables,Pounds,Romaine lettuce,8.027237482,,8.027237482
2002,Vegetables,Pounds,Romaine lettuce,9.593943621,,9.593943621
2003,Vegetables,Pounds,Romaine lettuce,10.82055709,,10.82055709
2004,Vegetables,Pounds,Romaine lettuce,11.98333284,,11.98333284
2005,Vegetables,Pounds,Romaine lettuce,9.665887992,,9.665887992
2006,Vegetables,Pounds,Romaine lettuce,11.98020098,,11.98020098
2007,Vegetables,Pounds,Romaine lettuce,11.54250451,,11.54250451
2008,Vegetables,Pounds,Romaine lettuce,10.40675346,,10.40675346
2009,Vegetables,Pounds,Romaine lettuce,9.995773323,,9.995773323
2010,Vegetables,Pounds,Romaine lettuce,12.01000479,,12.01000479
2011,Vegetables,Pounds,Romaine lettuce,11.72507799,,11.72507799
2012,Vegetables,Pounds,Romaine lettuce,11.92402966,,11.92402966
2013,Vegetables,Pounds,Romaine lettuce,11.41817004,,11.41817004
2014,Vegetables,Pounds,Romaine lettuce,10.79059575,,10.79059575
2015,Vegetables,Pounds,Romaine lettuce,11.0085521,,11.0085521
2016,Vegetables,Pounds,Romaine lettuce,12.66810042,,12.66810042
2017,Vegetables,Pounds,Romaine lettuce,12.54360983,,12.54360983
1970,Vegetables,Pounds,Mushrooms,0.287580513,0.993348017,1.28092853
1971,Vegetables,Pounds,Mushrooms,0.321617119,1.147046003,1.468663121
1972,Vegetables,Pounds,Mushrooms,0.368371171,1.258988019,1.62735919
1973,Vegetables,Pounds,Mushrooms,0.484837785,1.228603929,1.713441714
1974,Vegetables,Pounds,Mushrooms,0.593597956,1.228270058,1.821868014
1975,Vegetables,Pounds,Mushrooms,0.661240119,1.245725372,1.906965491
1976,Vegetables,Pounds,Mushrooms,0.696685783,1.459642092,2.156327875
1977,Vegetables,Pounds,Mushrooms,0.871798849,1.635116111,2.50691496
1978,Vegetables,Pounds,Mushrooms,1.03550505,1.679004462,2.714509512
1979,Vegetables,Pounds,Mushrooms,1.143396538,1.75334624,2.896742778
1980,Vegetables,Pounds,Mushrooms,1.210105639,1.544390631,2.75449627
1981,Vegetables,Pounds,Mushrooms,1.391825271,1.548502467,2.940327738
1982,Vegetables,Pounds,Mushrooms,1.455793257,1.525753837,2.981547094
1983,Vegetables,Pounds,Mushrooms,1.66129887,1.821380395,3.482679266
1984,Vegetables,Pounds,Mushrooms,1.780143824,1.776299908,3.556443732
1985,Vegetables,Pounds,Mushrooms,1.792863215,1.82587868,3.618741896
1986,Vegetables,Pounds,Mushrooms,1.900441871,1.897140012,3.797581882
1987,Vegetables,Pounds,Mushrooms,1.943060215,1.65803527,3.601095485
1988,Vegetables,Pounds,Mushrooms,2.000890459,1.558008939,3.558899399
1989,Vegetables,Pounds,Mushrooms,2.06360689,1.544272363,3.607879254
1990,Vegetables,Pounds,Mushrooms,2.017306387,1.720428244,3.737734631
1991,Vegetables,Pounds,Mushrooms,1.950465459,1.754286767,3.704752226
1992,Vegetables,Pounds,Mushrooms,2.011393463,1.704255802,3.715649265
1993,Vegetables,Pounds,Mushrooms,1.998180614,1.750990034,3.749170648
1994,Vegetables,Pounds,Mushrooms,2.044790922,2.039831826,4.084622748
1995,Vegetables,Pounds,Mushrooms,2.047416646,1.756316182,3.803732828
1996,Vegetables,Pounds,Mushrooms,2.10355902,1.846329617,3.949888637
1997,Vegetables,Pounds,Mushrooms,2.341229784,1.673409684,4.014639467
1998,Vegetables,Pounds,Mushrooms,2.477006035,1.412494434,3.889500469
1999,Vegetables,Pounds,Mushrooms,2.505120468,1.588774852,4.09389532
2000,Vegetables,Pounds,Mushrooms,2.604047798,1.498318404,4.102366202
2001,Vegetables,Pounds,Mushrooms,2.594273532,1.35802876,3.952302291
2002,Vegetables,Pounds,Mushrooms,2.63199753,1.499993628,4.131991158
2003,Vegetables,Pounds,Mushrooms,2.656034515,1.526537775,4.18257229
2004,Vegetables,Pounds,Mushrooms,2.619713814,1.567216254,4.186930069
2005,Vegetables,Pounds,Mushrooms,2.649309129,1.316375553,3.965684682
2006,Vegetables,Pounds,Mushrooms,2.580862518,1.487318038,4.068180556
2007,Vegetables,Pounds,Mushrooms,2.481341114,1.444651585,3.925992699
2008,Vegetables,Pounds,Mushrooms,2.462283794,1.189124527,3.651408321
2009,Vegetables,Pounds,Mushrooms,2.436209562,1.147099997,3.583309559
2010,Vegetables,Pounds,Mushrooms,2.601842819,1.260629881,3.8624727
2011,Vegetables,Pounds,Mushrooms,2.763355607,1.259614597,4.022970204
2012,Vegetables,Pounds,Mushrooms,2.740955766,1.092077644,3.83303341
2013,Vegetables,Pounds,Mushrooms,2.749521809,1.044944746,3.794466555
2014,Vegetables,Pounds,Mushrooms,2.914513021,1.059726501,3.974239522
2015,Vegetables,Pounds,Mushrooms,2.984999477,1.047407012,4.032406489
2016,Vegetables,Pounds,Mushrooms,2.958267744,1.011356396,3.96962414
1970,Vegetables,Pounds,Mustard greens,,,
1971,Vegetables,Pounds,Mustard greens,,,
1972,Vegetables,Pounds,Mustard greens,,,
1973,Vegetables,Pounds,Mustard greens,,,
1974,Vegetables,Pounds,Mustard greens,,,
1975,Vegetables,Pounds,Mustard greens,,,
1976,Vegetables,Pounds,Mustard greens,,,
1977,Vegetables,Pounds,Mustard greens,,,
1978,Vegetables,Pounds,Mustard greens,,,
1979,Vegetables,Pounds,Mustard greens,,,
1980,Vegetables,Pounds,Mustard greens,,,
1981,Vegetables,Pounds,Mustard greens,,,
1982,Vegetables,Pounds,Mustard greens,,,
1983,Vegetables,Pounds,Mustard greens,,,
1984,Vegetables,Pounds,Mustard greens,,,
1985,Vegetables,Pounds,Mustard greens,,,
1986,Vegetables,Pounds,Mustard greens,,,
1987,Vegetables,Pounds,Mustard greens,,,
1988,Vegetables,Pounds,Mustard greens,,,
1989,Vegetables,Pounds,Mustard greens,,,
1990,Vegetables,Pounds,Mustard greens,,,
1991,Vegetables,Pounds,Mustard greens,,,
1992,Vegetables,Pounds,Mustard greens,,,
1993,Vegetables,Pounds,Mustard greens,,,
1994,Vegetables,Pounds,Mustard greens,,,
1995,Vegetables,Pounds,Mustard greens,,,
1996,Vegetables,Pounds,Mustard greens,,,
1997,Vegetables,Pounds,Mustard greens,0.681843232,,0.681843232
1998,Vegetables,Pounds,Mustard greens,0.685031672,,0.685031672
1999,Vegetables,Pounds,Mustard greens,0.688203656,,0.688203656
2000,Vegetables,Pounds,Mustard greens,0.734930821,,0.734930821
2001,Vegetables,Pounds,Mustard greens,0.781100579,,0.781100579
2002,Vegetables,Pounds,Mustard greens,0.69869756,,0.69869756
2003,Vegetables,Pounds,Mustard greens,0.799041567,,0.799041567
2004,Vegetables,Pounds,Mustard greens,0.779984152,,0.779984152
2005,Vegetables,Pounds,Mustard greens,0.680929637,,0.680929637
2006,Vegetables,Pounds,Mustard greens,0.510846606,,0.510846606
2007,Vegetables,Pounds,Mustard greens,0.395180923,,0.395180923
2008,Vegetables,Pounds,Mustard greens,0.324136721,,0.324136721
2009,Vegetables,Pounds,Mustard greens,0.30945402,,0.30945402
2010,Vegetables,Pounds,Mustard greens,0.30920706,,0.30920706
2011,Vegetables,Pounds,Mustard greens,0.297764228,,0.297764228
2012,Vegetables,Pounds,Mustard greens,0.237875769,,0.237875769
2013,Vegetables,Pounds,Mustard greens,0.221715312,,0.221715312
2014,Vegetables,Pounds,Mustard greens,0.392192534,,0.392192534
2015,Vegetables,Pounds,Mustard greens,0.27570027,,0.27570027
2016,Vegetables,Pounds,Mustard greens,0.224065117,,0.224065117
2017,Vegetables,Pounds,Mustard greens,0.245414163,,0.245414163
1970,Vegetables,Pounds,Okra,,,
1971,Vegetables,Pounds,Okra,,,
1972,Vegetables,Pounds,Okra,,,
1973,Vegetables,Pounds,Okra,,,
1974,Vegetables,Pounds,Okra,0.165419179,,0.165419179
1975,Vegetables,Pounds,Okra,0.183099554,,0.183099554
1976,Vegetables,Pounds,Okra,0.120589538,,0.120589538
1977,Vegetables,Pounds,Okra,0.171825449,,0.171825449
1978,Vegetables,Pounds,Okra,0.350715304,,0.350715304
1979,Vegetables,Pounds,Okra,0.383011211,,0.383011211
1980,Vegetables,Pounds,Okra,0.310826291,,0.310826291
1981,Vegetables,Pounds,Okra,0.343669008,,0.343669008
1982,Vegetables,Pounds,Okra,0.315761504,,0.315761504
1983,Vegetables,Pounds,Okra,0.452840794,,0.452840794
1984,Vegetables,Pounds,Okra,0.445520635,,0.445520635
1985,Vegetables,Pounds,Okra,0.382687259,,0.382687259
1986,Vegetables,Pounds,Okra,0.28527349,,0.28527349
1987,Vegetables,Pounds,Okra,0.213707638,,0.213707638
1988,Vegetables,Pounds,Okra,0.414808094,,0.414808094
1989,Vegetables,Pounds,Okra,0.438350438,,0.438350438
1990,Vegetables,Pounds,Okra,0.243508291,,0.243508291
1991,Vegetables,Pounds,Okra,0.246351673,,0.246351673
1992,Vegetables,Pounds,Okra,0.283378086,,0.283378086
1993,Vegetables,Pounds,Okra,0.383614297,,0.383614297
1994,Vegetables,Pounds,Okra,0.243125683,,0.243125683
1995,Vegetables,Pounds,Okra,0.382045293,,0.382045293
1996,Vegetables,Pounds,Okra,0.336710254,,0.336710254
1997,Vegetables,Pounds,Okra,0.230383539,,0.230383539
1998,Vegetables,Pounds,Okra,0.28518904,,0.28518904
1999,Vegetables,Pounds,Okra,0.271268517,,0.271268517
2000,Vegetables,Pounds,Okra,0.214579013,,0.214579013
2001,Vegetables,Pounds,Okra,0.274704339,,0.274704339
2002,Vegetables,Pounds,Okra,0.224047515,,0.224047515
2003,Vegetables,Pounds,Okra,0.334985338,,0.334985338
2004,Vegetables,Pounds,Okra,0.390593132,,0.390593132
2005,Vegetables,Pounds,Okra,0.443048665,,0.443048665
2006,Vegetables,Pounds,Okra,0.407138797,,0.407138797
2007,Vegetables,Pounds,Okra,0.451393657,,0.451393657
2008,Vegetables,Pounds,Okra,0.449169927,,0.449169927
2009,Vegetables,Pounds,Okra,0.452931344,,0.452931344
2010,Vegetables,Pounds,Okra,0.41188056,,0.41188056
2011,Vegetables,Pounds,Okra,0.462663755,,0.462663755
2012,Vegetables,Pounds,Okra,0.422537619,,0.422537619
2013,Vegetables,Pounds,Okra,0.307832555,,0.307832555
2014,Vegetables,Pounds,Okra,0.399786036,,0.399786036
2015,Vegetables,Pounds,Okra,0.381126931,,0.381126931
2016,Vegetables,Pounds,Okra,0.527726795,,0.527726795
2017,Vegetables,Pounds,Okra,0.387174047,,0.387174047
1970,Vegetables,Pounds,Onions,10.14376841,1.180270273,11.32403868
1971,Vegetables,Pounds,Onions,10.72565383,1.491348929,12.21700276
1972,Vegetables,Pounds,Onions,10.69767885,0.875808019,11.57348687
1973,Vegetables,Pounds,Onions,10.24071653,1.154384193,11.39510073
1974,Vegetables,Pounds,Onions,11.18566873,1.54353919,12.72920792
1975,Vegetables,Pounds,Onions,10.50362777,1.964422173,12.46804994
1976,Vegetables,Pounds,Onions,11.00603114,0.758841791,11.76487293
1977,Vegetables,Pounds,Onions,11.0675221,1.336252072,12.40377417
1978,Vegetables,Pounds,Onions,10.91717771,1.305512336,12.22269004
1979,Vegetables,Pounds,Onions,11.44386928,1.927320015,13.37118929
1980,Vegetables,Pounds,Onions,11.38258258,0.77067212,12.1532547
1981,Vegetables,Pounds,Onions,10.73406938,0.821243013,11.5553124
1982,Vegetables,Pounds,Onions,12.24408669,2.004422056,14.24850874
1983,Vegetables,Pounds,Onions,12.16541973,1.657058176,13.8224779
1984,Vegetables,Pounds,Onions,13.07655237,1.483560706,14.56011308
1985,Vegetables,Pounds,Onions,13.6238793,1.572926888,15.19680618
1986,Vegetables,Pounds,Onions,13.73602021,1.890744899,15.62676511
1987,Vegetables,Pounds,Onions,13.41110937,1.519009165,14.93011854
1988,Vegetables,Pounds,Onions,14.54869583,1.667935715,16.21663154
1989,Vegetables,Pounds,Onions,14.76295979,1.613561089,16.37652088
1990,Vegetables,Pounds,Onions,15.06025761,2.133993365,17.19425098
1991,Vegetables,Pounds,Onions,15.68679077,1.571878504,17.25866928
1992,Vegetables,Pounds,Onions,16.10070765,1.435965091,17.53667274
1993,Vegetables,Pounds,Onions,17.17351825,1.992550334,19.16606858
1994,Vegetables,Pounds,Onions,16.91777588,0.945213626,17.86298951
1995,Vegetables,Pounds,Onions,17.78147584,1.321189846,19.10266569
1996,Vegetables,Pounds,Onions,18.32287712,0.842083847,19.16496097
1997,Vegetables,Pounds,Onions,18.8394127,0.893372702,19.73278541
1998,Vegetables,Pounds,Onions,18.40013614,1.092914666,19.49305081
1999,Vegetables,Pounds,Onions,18.47830483,2.254389554,20.73269438
2000,Vegetables,Pounds,Onions,18.87376661,1.557413089,20.4311797
2001,Vegetables,Pounds,Onions,18.46765175,1.037348579,19.50500033
2002,Vegetables,Pounds,Onions,19.32333215,1.079571492,20.40290364
2003,Vegetables,Pounds,Onions,19.50712922,1.847828969,21.35495819
2004,Vegetables,Pounds,Onions,21.91722494,1.460330101,23.37755504
2005,Vegetables,Pounds,Onions,20.89745026,1.137180782,22.03463105
2006,Vegetables,Pounds,Onions,19.9157584,1.766456783,21.68221518
2007,Vegetables,Pounds,Onions,21.61228818,1.023073225,22.63536141
2008,Vegetables,Pounds,Onions,20.18482272,1.508316219,21.69313894
2009,Vegetables,Pounds,Onions,19.58157481,1.92033907,21.50191388
2010,Vegetables,Pounds,Onions,19.58137831,1.338013176,20.91939149
2011,Vegetables,Pounds,Onions,19.11521625,1.309087654,20.4243039
2012,Vegetables,Pounds,Onions,19.537043,1.286014292,20.82305729
2013,Vegetables,Pounds,Onions,18.47714537,0.95805337,19.43519874
2014,Vegetables,Pounds,Onions,18.35035392,1.463854724,19.81420865
2015,Vegetables,Pounds,Onions,18.90100149,1.369929617,20.2709311
2016,Vegetables,Pounds,Onions,18.97897362,1.802072946,20.78104657
2017,Vegetables,Pounds,Onions,21.91006147,0.457231391,22.36729287
1970,Vegetables,Pounds,Green peas,,5.10509033,5.10509033
1971,Vegetables,Pounds,Green peas,,5.221787909,5.221787909
1972,Vegetables,Pounds,Green peas,,5.129104943,5.129104943
1973,Vegetables,Pounds,Green peas,,5.340260675,5.340260675
1974,Vegetables,Pounds,Green peas,,4.799543723,4.799543723
1975,Vegetables,Pounds,Green peas,,4.701036353,4.701036353
1976,Vegetables,Pounds,Green peas,,4.739819378,4.739819378
1977,Vegetables,Pounds,Green peas,,4.800858968,4.800858968
1978,Vegetables,Pounds,Green peas,,4.654489502,4.654489502
1979,Vegetables,Pounds,Green peas,,4.48370506,4.48370506
1980,Vegetables,Pounds,Green peas,,4.466644626,4.466644626
1981,Vegetables,Pounds,Green peas,,4.434239965,4.434239965
1982,Vegetables,Pounds,Green peas,,4.138007708,4.138007708
1983,Vegetables,Pounds,Green peas,,4.211323432,4.211323432
1984,Vegetables,Pounds,Green peas,,4.027444937,4.027444937
1985,Vegetables,Pounds,Green peas,,4.143326834,4.143326834
1986,Vegetables,Pounds,Green peas,,4.079912782,4.079912782
1987,Vegetables,Pounds,Green peas,,3.731168803,3.731168803
1988,Vegetables,Pounds,Green peas,,3.656537521,3.656537521
1989,Vegetables,Pounds,Green peas,,3.710078978,3.710078978
1990,Vegetables,Pounds,Green peas,,4.162093179,4.162093179
1991,Vegetables,Pounds,Green peas,,4.154466513,4.154466513
1992,Vegetables,Pounds,Green peas,,4.092154654,4.092154654
1993,Vegetables,Pounds,Green peas,,3.450103119,3.450103119
1994,Vegetables,Pounds,Green peas,,3.572248696,3.572248696
1995,Vegetables,Pounds,Green peas,,3.637521922,3.637521922
1996,Vegetables,Pounds,Green peas,,3.396384979,3.396384979
1997,Vegetables,Pounds,Green peas,,3.498395811,3.498395811
1998,Vegetables,Pounds,Green peas,,3.340447635,3.340447635
1999,Vegetables,Pounds,Green peas,,3.449621721,3.449621721
2000,Vegetables,Pounds,Green peas,,3.674459045,3.674459045
2001,Vegetables,Pounds,Green peas,,3.335056855,3.335056855
2002,Vegetables,Pounds,Green peas,,2.796034929,2.796034929
2003,Vegetables,Pounds,Green peas,,3.134738037,3.134738037
2004,Vegetables,Pounds,Green peas,,2.820308226,2.820308226
2005,Vegetables,Pounds,Green peas,,2.683130443,2.683130443
2006,Vegetables,Pounds,Green peas,,2.753157258,2.753157258
2007,Vegetables,Pounds,Green peas,,3.030428796,3.030428796
2008,Vegetables,Pounds,Green peas,,2.932409183,2.932409183
2009,Vegetables,Pounds,Green peas,,3.000349076,3.000349076
2010,Vegetables,Pounds,Green peas,,2.647288212,2.647288212
2011,Vegetables,Pounds,Green peas,,2.353318591,2.353318591
2012,Vegetables,Pounds,Green peas,,2.685639615,2.685639615
2013,Vegetables,Pounds,Green peas,,2.382771048,2.382771048
